ID,Geno,SizeRE,Genotype,PotPlug,Density,Chamber,Tray,Season,MatFr,ImmFr,Flowers,BasBr,PrimBr,TotBr,Height,FailedFr,LeafNum,Diam,Leaves dead when measured (Y= yes),SizeOrig
82,J,Big,E16_19,Pot,High,R25B,NA,Late,27,NA,0,1,1,2,204,0,NA,NA,NA,Big
203,K,Big,E16_06,Pot,High,R25B,NA,Late,27,NA,1,1,2,3,286,0,NA,NA,NA,Small
199,K,Big,E16_06,Pot,High,R23T,NA,Late,27,NA,1,1,3,4,233,0,NA,NA,NA,Small
245,L,Big,E16_23,Pot,High,R24B,NA,Late,27,NA,0,1,4,5,236,0,NA,NA,NA,Small
71,B,Small,E16_T1_26,Plug,Low,R25T,2,Early,28,362,NA,6,9,34,327,0,55,125.14,NA,Big
84,J,Big,E16_19,Pot,High,R25B,NA,Late,28,NA,0,1,0,1,208,1,NA,NA,NA,Big
247,L,Big,E16_23,Pot,High,R23T,NA,Late,28,NA,0,1,3,4,224,1,NA,NA,NA,Small
202,K,Big,E16_06,Pot,High,R25B,NA,Late,29,NA,0,1,2,3,259,1,NA,NA,NA,Small
81,J,Big,E16_19,Pot,High,R23T,NA,Late,30,NA,1,1,1,2,23,0,NA,NA,NA,Big
126,C,Small,E03_04,Pot,High,R24B,NA,Late,30,NA,1,1,1,2,237,0,NA,NA,NA,Big
146,A,Small,E03_T1_29,Plug,High,R21T,NA,Late,30,NA,0,1,4,5,227,1,NA,NA,NA,Small
108,H,Big,E16_07,Pot,High,R25B,NA,Late,30,NA,0,1,4,5,317,1,NA,NA,NA,Big
43,E,Small,E16_T1_30,Plug,Low,R20B,1,Early,31,116,NA,1,6,7,50,0,46,79,NA,Big
83,J,Big,E16_19,Pot,High,R25B,NA,Late,31,NA,0,1,0,1,212,0,NA,NA,NA,Big
272,F,Small,E03_06,Pot,High,R23T,NA,Late,31,NA,0,1,2,3,207,1,NA,NA,NA,Small
172,D,Small,E03_T1_35,Plug,High,R24B,NA,Late,31,NA,0,1,2,3,215,0,NA,NA,NA,Small
131,C,Small,E03_04,Pot,High,R25B,NA,Late,31,NA,3,1,5,6,208,2,NA,NA,NA,Big
54,B,Small,E16_T1_26,Plug,High,R24B,1,Early,32,13,NA,1,2,3,244,0,20,35.38,NA,Big
284,F,Small,E03_06,Pot,Low,R20B,1,Early,32,79,NA,1,3,4,386,0,34,71.85,NA,Small
286,F,Small,E03_06,Pot,Low,R25T,1,Early,32,79,NA,1,7,8,451,4,40,84.07,NA,Small
65,B,Small,E16_T1_26,Plug,Low,R24T,1,Early,33,168,NA,1,10,11,312,2,33,94.81,NA,Big
274,F,Small,E03_06,Pot,High,R25B,NA,Late,33,NA,0,1,0,1,285,1,NA,NA,NA,Small
173,D,Small,E03_T1_35,Plug,High,R24B,NA,Late,33,NA,0,1,6,7,226,0,NA,NA,NA,Small
164,A,Small,E03_T1_29,Plug,Low,R20B,1,Early,34,241,NA,1,14,28,404,0,46,98.98,NA,Small
25,E,Small,E16_T1_30,Plug,High,R21T,NA,Late,34,NA,1,1,1,2,25,1,NA,NA,NA,Big
268,F,Small,E03_06,Pot,High,R24B,NA,Late,34,NA,1,1,2,3,20,1,NA,NA,NA,Small
98,H,Big,E16_07,Pot,High,R21T,NA,Late,34,NA,3,1,3,4,408,0,NA,NA,NA,Big
243,L,Big,E16_23,Pot,High,R21T,NA,Late,34,NA,0,1,4,5,266,3,NA,NA,NA,Small
285,F,Small,E03_06,Pot,Low,R20B,2,Early,35,137,NA,1,5,6,469,0,47,81.93,NA,Small
57,B,Small,E16_T1_26,Plug,High,R23T,NA,Late,35,NA,0,1,3,4,171,0,NA,NA,NA,Big
200,K,Big,E16_06,Pot,High,R23T,NA,Late,35,NA,0,1,3,4,293,0,NA,NA,NA,Small
195,K,Big,E16_06,Pot,High,R21T,NA,Late,35,NA,0,1,4,5,283,4,NA,NA,NA,Small
153,A,Small,E03_T1_29,Plug,High,R23T,NA,Late,35,NA,0,1,6,7,244,1,NA,NA,NA,Small
5,I,Big,E16_20,Pot,High,R24B,NA,Late,35,NA,2,2,3,5,29,5,NA,NA,NA,Big
28,E,Small,E16_T1_30,Plug,High,R24B,NA,Late,35,NA,0,2,3,5,224,1,NA,NA,NA,Big
283,F,Small,E03_06,Pot,Low,R20B,1,Early,36,79,NA,1,2,3,423,0,38,79.99,NA,Small
188,D,Small,E03_T1_35,Plug,Low,R20B,1,Early,36,185,NA,1,8,19,482,0,43,87.71,NA,Small
187,D,Small,E03_T1_35,Plug,Low,R20B,1,Early,36,193,NA,2,9,11,467,0,47,93.31,NA,Small
79,J,Big,E16_19,Pot,High,R23T,NA,Late,36,NA,0,1,0,1,275,0,NA,NA,NA,Big
197,K,Big,E16_06,Pot,High,R24B,NA,Late,36,NA,0,1,4,5,296,0,NA,NA,NA,Small
156,A,Small,E03_T1_29,Plug,High,R25B,NA,Late,36,NA,0,1,7,8,256,1,NA,NA,NA,Small
134,C,Small,E03_04,Pot,Low,R21B,1,Early,37,178,NA,1,9,12,399,7,48,112.82,NA,Big
271,F,Small,E03_06,Pot,High,R23T,NA,Late,37,NA,1,1,3,4,227,0,NA,NA,NA,Small
196,K,Big,E16_06,Pot,High,R24B,NA,Late,37,NA,1,1,3,4,318,1,NA,NA,NA,Small
270,F,Small,E03_06,Pot,High,R24B,NA,Late,37,NA,0,1,4,5,291,0,NA,NA,NA,Small
167,A,Small,E03_T1_29,Plug,Low,R25T,1,Early,38,193,NA,4,6,25,459,0,37,104.99,NA,Small
244,L,Big,E16_23,Pot,High,R24B,NA,Late,38,NA,1,1,3,4,257,0,NA,NA,NA,Small
269,F,Small,E03_06,Pot,High,R24B,NA,Late,38,NA,1,1,4,5,24,1,NA,NA,NA,Small
154,A,Small,E03_T1_29,Plug,High,R25B,NA,Late,38,NA,0,1,5,6,263,0,NA,NA,NA,Small
61,B,Small,E16_T1_26,Plug,Low,R21B,1,Early,39,163,NA,2,10,14,294,6,44,100.62,NA,Big
190,D,Small,E03_T1_35,Plug,Low,R25T,2,Early,39,303,NA,2,15,32,355,0,49,117.87,NA,Small
59,B,Small,E16_T1_26,Plug,High,R25B,NA,Late,39,NA,0,1,2,5,192,2,NA,NA,NA,Big
171,D,Small,E03_T1_35,Plug,High,R21T,NA,Late,39,NA,0,1,7,8,248,2,NA,NA,NA,Small
41,E,Small,E16_T1_30,Plug,Low,R24T,1,Early,40,287,NA,1,10,11,429,4,20,103.63,NA,Big
35,E,Small,E16_T1_30,Plug,High,R25B,NA,Late,40,NA,0,1,3,4,239,2,NA,NA,NA,Big
32,E,Small,E16_T1_30,Plug,High,R23T,NA,Late,41,NA,2,1,3,4,224,2,NA,NA,NA,Big
128,C,Small,E03_04,Pot,High,R23T,NA,Late,41,NA,0,1,4,7,219,1,NA,NA,NA,Big
36,E,Small,E16_T1_30,Plug,High,R25B,NA,Late,42,NA,1,1,3,4,258,0,NA,NA,NA,Big
157,A,Small,E03_T1_29,Plug,Low,R21B,1,Early,43,129,NA,2,11,13,357,0,30,80.56,NA,Small
142,C,Small,E03_04,Pot,Low,R25T,2,Early,44,195,NA,3,7,24,366,17,58,116.55,NA,Big
177,D,Small,E03_T1_35,Plug,High,R23T,NA,Late,44,NA,0,1,5,6,286,1,NA,NA,NA,Small
133,C,Small,E03_04,Pot,Low,R21B,2,Early,45,22,NA,1,11,12,266,0,33,87.28,NA,Big
223,G,Big,E16_04,Pot,High,R23T,NA,Late,45,NA,0,1,4,5,321,0,NA,NA,NA,Small
180,D,Small,E03_T1_35,Plug,High,R25B,NA,Late,45,NA,0,2,7,9,263,1,NA,NA,NA,Small
58,B,Small,E16_T1_26,Plug,High,R25B,NA,Late,46,NA,0,1,3,4,19,0,NA,NA,NA,Big
7,I,Big,E16_20,Pot,High,R23T,NA,Late,46,NA,0,1,4,5,315,21,NA,NA,NA,Big
127,C,Small,E03_04,Pot,High,R23T,NA,Late,46,NA,0,1,6,7,257,0,NA,NA,NA,Big
141,C,Small,E03_04,Pot,Low,R20B,2,Early,47,40,NA,1,9,10,184,2,37,75.63,NA,Big
159,A,Small,E03_T1_29,Plug,Low,R21B,1,Early,47,155,NA,1,13,14,402,0,31,87.15,NA,Small
106,H,Big,E16_07,Pot,High,R25B,NA,Late,47,NA,8,1,3,14,483,10,NA,NA,NA,Big
137,C,Small,E03_04,Pot,Low,R24T,2,Early,48,127,NA,1,11,12,364,0,36,89.5,NA,Big
165,A,Small,E03_T1_29,Plug,Low,R20B,1,Early,48,208,NA,1,11,12,459,0,32,97.09,NA,Small
249,L,Big,E16_23,Pot,High,R23T,NA,Late,48,NA,21,1,5,15,341,40,NA,NA,NA,Small
31,E,Small,E16_T1_30,Plug,High,R23T,NA,Late,49,NA,0,1,2,3,283,2,NA,NA,NA,Big
175,D,Small,E03_T1_35,Plug,High,R23T,2,Early,50,72,NA,1,10,11,384,0,28,74.75,NA,Small
33,E,Small,E16_T1_30,Plug,High,R23T,NA,Late,50,NA,2,1,2,3,295,0,NA,NA,NA,Big
132,C,Small,E03_04,Pot,High,R25B,NA,Late,50,NA,1,1,5,7,235,3,NA,NA,NA,Big
275,F,Small,E03_06,Pot,High,R25B,NA,Late,52,NA,2,1,3,4,261,6,NA,NA,NA,Small
105,H,Big,E16_07,Pot,High,R23T,NA,Late,52,NA,4,1,5,15,463,5,NA,NA,NA,Big
123,C,Small,E03_04,Pot,High,R21T,NA,Late,52,NA,8,1,8,9,253,2,NA,NA,NA,Big
225,G,Big,E16_04,Pot,High,R23T,NA,Late,53,NA,0,1,5,6,324,0,NA,NA,NA,Small
125,C,Small,E03_04,Pot,High,R24B,NA,Late,53,NA,1,1,5,9,271,1,NA,NA,NA,Big
273,F,Small,E03_06,Pot,High,R23T,NA,Late,54,NA,0,1,3,4,248,2,NA,NA,NA,Small
201,K,Big,E16_06,Pot,High,R23T,NA,Late,54,NA,1,1,3,4,325,0,NA,NA,NA,Small
181,D,Small,E03_T1_35,Plug,Low,R21B,2,Early,55,186,NA,1,13,18,366,4,39,90.92,NA,Small
9,I,Big,E16_20,Pot,High,R23T,NA,Late,55,NA,0,1,5,8,313,0,NA,NA,NA,Big
152,A,Small,E03_T1_29,Plug,High,R23T,NA,Late,56,NA,1,1,4,5,288,1,NA,NA,NA,Small
54,B,Small,E16_T1_26,Plug,High,R24B,NA,Late,56,NA,0,3,4,9,246,0,NA,NA,NA,Big
1,I,Big,E16_20,Pot,High,R21T,1,Early,57,28,NA,1,4,5,372,0,35,NA,Y,Big
158,A,Small,E03_T1_29,Plug,Low,R21B,1,Early,58,138,NA,2,11,13,377,0,31,93.43,NA,Small
189,D,Small,E03_T1_35,Plug,Low,R20B,2,Early,61,212,NA,1,11,29,471,0,39,89.1,NA,Small
56,B,Small,E16_T1_26,Plug,High,R23T,NA,Late,61,NA,1,1,3,4,195,2,NA,NA,NA,Big
194,K,Big,E16_06,Pot,High,R21T,NA,Late,61,NA,0,1,4,5,408,3,NA,NA,NA,Small
29,E,Small,E16_T1_30,Plug,High,R24B,NA,Late,62,NA,2,1,2,3,316,1,NA,NA,NA,Big
276,F,Small,E03_06,Pot,High,R25B,NA,Late,62,NA,3,1,4,5,356,5,NA,NA,NA,Small
138,C,Small,E03_04,Pot,Low,R24T,2,Early,64,160,NA,1,11,12,411,0,31,95.43,NA,Big
72,B,Small,E16_T1_26,Plug,Low,R25T,1,Early,64,298,NA,5,9,26,334,2,65,109.23,NA,Big
80,J,Big,E16_19,Pot,High,R23T,NA,Late,66,NA,0,1,3,4,334,1,NA,NA,NA,Big
22,I,Big,E16_20,Pot,Low,R25T,NA,Late,66,NA,24,1,6,21,171,25,NA,NA,NA,Big
213,K,Big,E16_06,Pot,Low,R20B,NA,Late,67,NA,8,1,9,34,9,8,NA,NA,NA,Small
121,C,Small,E03_04,Pot,High,R21T,NA,Late,68,NA,4,1,3,4,325,0,NA,NA,NA,Big
75,J,Big,E16_19,Pot,High,R21T,NA,Late,68,NA,0,1,6,7,322,0,NA,NA,NA,Big
241,L,Big,E16_23,Pot,High,R21T,NA,Late,69,NA,1,1,5,6,352,4,NA,NA,NA,Small
226,G,Big,E16_04,Pot,High,R25B,NA,Late,70,NA,17,1,4,10,273,14,NA,NA,NA,Small
150,A,Small,E03_T1_29,Plug,High,R24B,NA,Late,70,NA,0,1,6,7,357,3,NA,NA,NA,Small
122,C,Small,E03_04,Pot,High,R21T,NA,Late,73,NA,0,1,10,11,263,1,NA,NA,NA,Big
103,H,Big,E16_07,Pot,High,R23T,NA,Late,75,NA,4,1,7,10,48,17,NA,NA,NA,Big
44,E,Small,E16_T1_30,Plug,Low,R20B,1,Early,77,152,NA,1,6,7,625,0,39,93.76,NA,Big
67,B,Small,E16_T1_26,Plug,Low,R20B,1,Early,79,195,NA,1,11,12,296,3,51,92.41,NA,Big
163,A,Small,E03_T1_29,Plug,Low,R20B,2,Early,79,251,NA,1,11,25,481,1,43,92.17,NA,Small
140,C,Small,E03_04,Pot,Low,R20B,1,Early,81,94,NA,1,8,10,385,0,43,96.38,NA,Big
176,D,Small,E03_T1_35,Plug,High,R23T,NA,Late,82,NA,0,1,7,12,324,2,NA,NA,NA,Small
1,I,Big,E16_20,Pot,High,R21T,NA,Late,84,NA,2,2,3,6,372,0,NA,NA,NA,Big
193,K,Big,E16_06,Pot,High,R21T,NA,Late,85,NA,0,1,5,6,382,2,NA,NA,NA,Small
70,B,Small,E16_T1_26,Plug,Low,R25T,1,Early,86,126,NA,2,11,13,259,1,55,110.16,NA,Big
136,C,Small,E03_04,Pot,Low,R24T,1,Early,87,167,NA,2,11,16,384,0,43,99.07,NA,Big
27,E,Small,E16_T1_30,Plug,High,R21T,NA,Late,87,NA,2,1,5,6,381,3,NA,NA,NA,Big
206,K,Big,E16_06,Pot,Low,R21B,NA,Late,91,NA,0,1,4,5,355,0,NA,NA,NA,Small
89,J,Big,E16_19,Pot,Low,R24T,NA,Late,91,NA,0,1,6,8,397,0,NA,NA,NA,Big
207,K,Big,E16_06,Pot,Low,R21B,NA,Late,98,NA,12,1,10,15,375,1,NA,NA,NA,Small
168,A,Small,E03_T1_29,Plug,Low,R25T,1,Early,99,148,NA,5,7,34,46,0,41,96.56,NA,Small
151,A,Small,E03_T1_29,Plug,High,R23T,NA,Late,100,NA,0,1,8,9,334,3,NA,NA,NA,Small
170,D,Small,E03_T1_35,Plug,High,R21T,NA,Late,103,NA,0,1,13,20,34,2,NA,NA,NA,Small
87,J,Big,E16_19,Pot,Low,R21B,NA,Late,108,NA,6,1,3,4,41,0,NA,NA,NA,Big
230,G,Big,E16_04,Pot,Low,R21B,NA,Late,118,NA,3,1,8,15,396,0,NA,NA,NA,Small
110,H,Big,E16_07,Pot,Low,R21B,NA,Late,119,NA,9,1,5,7,615,1,NA,NA,NA,Big
183,D,Small,E03_T1_35,Plug,Low,R21B,NA,Late,121,NA,5,1,7,15,368,1,NA,NA,NA,Small
115,H,Big,E16_07,Pot,Low,R20B,NA,Late,122,NA,15,1,7,15,465,1,NA,NA,NA,Big
13,I,Big,E16_20,Pot,Low,R21B,NA,Late,125,NA,6,1,6,11,352,0,NA,NA,NA,Big
254,L,Big,E16_23,Pot,Low,R21B,NA,Late,125,NA,0,1,7,10,37,0,NA,NA,NA,Small
210,K,Big,E16_06,Pot,Low,R24T,NA,Late,137,NA,1,2,9,15,411,6,NA,NA,NA,Small
144,C,Small,E03_04,Pot,Low,R25T,1,Early,138,124,NA,1,9,18,394,4,53,93.6,NA,Big
135,C,Small,E03_04,Pot,Low,R21B,NA,Late,143,NA,4,2,9,10,327,0,NA,NA,NA,Big
265,F,Small,E03_06,Pot,High,R21T,NA,Late,144,NA,0,1,8,10,443,4,NA,NA,NA,Small
139,C,Small,E03_04,Pot,Low,R20B,1,Early,147,61,NA,3,8,17,326,0,38,70,NA,Big
161,A,Small,E03_T1_29,Plug,Low,R24T,NA,Late,149,NA,0,2,13,16,409,1,NA,NA,NA,Small
39,E,Small,E16_T1_30,Plug,Low,R21B,NA,Late,151,NA,17,5,8,17,417,7,NA,NA,NA,Big
69,B,Small,E16_T1_26,Plug,Low,R20B,NA,Late,153,NA,1,1,7,14,287,1,NA,NA,NA,Big
133,C,Small,E03_04,Pot,Low,R21B,NA,Late,155,NA,0,4,11,24,26,1,NA,NA,NA,Big
175,D,Small,E03_T1_35,Plug,High,R23T,NA,Late,156,NA,0,1,10,21,392,3,NA,NA,NA,Small
256,L,Big,E16_23,Pot,Low,R24T,NA,Late,157,NA,3,1,6,13,375,1,NA,NA,NA,Small
238,G,Big,E16_04,Pot,Low,R25T,NA,Late,159,NA,6,1,6,8,349,2,NA,NA,NA,Small
26,E,Small,E16_T1_30,Plug,High,R21T,NA,Late,161,NA,8,1,8,11,454,5,NA,NA,NA,Big
113,H,Big,E16_07,Pot,Low,R24T,NA,Late,164,NA,4,1,7,10,599,1,NA,NA,NA,Big
3,I,Big,E16_20,Pot,High,R21T,NA,Late,167,NA,2,1,4,11,391,5,NA,NA,NA,Big
255,L,Big,E16_23,Pot,Low,R21B,NA,Late,172,NA,2,1,10,19,374,16,NA,NA,NA,Small
260,L,Big,E16_23,Pot,Low,R20B,NA,Late,172,NA,92,2,8,56,39,0,NA,NA,NA,Small
182,D,Small,E03_T1_35,Plug,Low,R21B,NA,Late,174,NA,1,2,17,19,441,3,NA,NA,NA,Small
229,G,Big,E16_04,Pot,Low,R21B,NA,Late,175,NA,4,1,8,18,411,0,NA,NA,NA,Small
278,F,Small,E03_06,Pot,Low,R21B,NA,Late,176,NA,2,1,6,11,485,12,NA,NA,NA,Small
267,F,Small,E03_06,Pot,High,R21T,NA,Late,177,NA,2,1,7,11,433,1,NA,NA,NA,Small
62,B,Small,E16_T1_26,Plug,Low,R21B,NA,Late,179,NA,4,3,8,17,273,2,NA,NA,NA,Big
205,K,Big,E16_06,Pot,Low,R21B,NA,Late,183,NA,1,1,6,18,481,1,NA,NA,NA,Small
277,F,Small,E03_06,Pot,Low,R21B,NA,Late,184,NA,12,1,9,17,444,0,NA,NA,NA,Small
235,G,Big,E16_04,Pot,Low,R20B,NA,Late,185,NA,3,1,9,16,422,4,NA,NA,NA,Small
214,K,Big,E16_06,Pot,Low,R25T,NA,Late,185,NA,9,4,5,16,24,19,NA,NA,NA,Small
114,H,Big,E16_07,Pot,Low,R24T,NA,Late,188,NA,1,1,8,13,588,3,NA,NA,NA,Big
212,K,Big,E16_06,Pot,Low,R20B,NA,Late,192,NA,2,1,8,21,316,0,NA,NA,NA,Small
109,H,Big,E16_07,Pot,Low,R21B,NA,Late,197,NA,4,1,5,20,735,1,NA,NA,NA,Big
19,I,Big,E16_20,Pot,Low,R20B,NA,Late,198,NA,6,1,9,27,22,41,NA,NA,NA,Big
233,G,Big,E16_04,Pot,Low,R24T,NA,Late,206,NA,0,1,10,18,36,1,NA,NA,NA,Small
231,G,Big,E16_04,Pot,Low,R21B,NA,Late,206,NA,16,2,9,20,408,0,NA,NA,NA,Small
157,A,Small,E03_T1_29,Plug,Low,R21B,NA,Late,206,NA,6,3,10,18,455,0,NA,NA,NA,Small
23,I,Big,E16_20,Pot,Low,R25T,NA,Late,207,NA,3,3,7,17,437,10,NA,NA,NA,Big
137,C,Small,E03_04,Pot,Low,R24T,NA,Late,208,NA,10,3,10,18,366,12,NA,NA,NA,Big
94,J,Big,E16_19,Pot,Low,R25T,NA,Late,214,NA,5,1,10,12,451,1,NA,NA,NA,Big
216,K,Big,E16_06,Pot,Low,R25T,NA,Late,218,NA,3,3,7,11,432,9,NA,NA,NA,Small
63,B,Small,E16_T1_26,Plug,Low,R21B,NA,Late,220,NA,21,2,6,17,39,10,NA,NA,NA,Big
86,J,Big,E16_19,Pot,Low,R21B,NA,Late,220,NA,6,3,7,7,47,1,NA,NA,NA,Big
284,F,Small,E03_06,Pot,Low,R20B,NA,Late,223,NA,6,1,6,12,427,32,NA,NA,NA,Small
38,E,Small,E16_T1_30,Plug,Low,R21B,NA,Late,223,NA,15,3,7,18,388,8,NA,NA,NA,Big
119,H,Big,E16_07,Pot,Low,R25T,NA,Late,224,NA,14,1,7,17,572,2,NA,NA,NA,Big
111,H,Big,E16_07,Pot,Low,R21B,NA,Late,225,NA,25,1,6,35,66,5,NA,NA,NA,Big
91,J,Big,E16_19,Pot,Low,R20B,NA,Late,225,NA,2,6,7,26,366,0,NA,NA,NA,Big
140,C,Small,E03_04,Pot,Low,R20B,NA,Late,225,NA,1,6,9,26,389,1,NA,NA,NA,Big
42,E,Small,E16_T1_30,Plug,Low,R24T,NA,Late,226,NA,6,5,6,12,451,0,NA,NA,NA,Big
239,G,Big,E16_04,Pot,Low,R25T,NA,Late,227,NA,7,3,8,11,384,15,NA,NA,NA,Small
141,C,Small,E03_04,Pot,Low,R20B,NA,Late,227,NA,4,3,9,19,175,5,NA,NA,NA,Big
286,F,Small,E03_06,Pot,Low,R25T,NA,Late,229,NA,2,1,5,10,50,4,NA,NA,NA,Small
16,I,Big,E16_20,Pot,Low,R24T,NA,Late,233,NA,10,1,7,18,43,0,NA,NA,NA,Big
236,G,Big,E16_04,Pot,Low,R20B,NA,Late,236,NA,0,1,7,27,348,3,NA,NA,NA,Small
280,F,Small,E03_06,Pot,Low,R24T,NA,Late,243,NA,11,5,8,21,474,4,NA,NA,NA,Small
282,F,Small,E03_06,Pot,Low,R24T,NA,Late,247,NA,5,1,9,18,471,7,NA,NA,NA,Small
70,B,Small,E16_T1_26,Plug,Low,R25T,NA,Late,247,NA,9,2,11,31,267,5,NA,NA,NA,Big
258,L,Big,E16_23,Pot,Low,R24T,NA,Late,248,NA,2,2,8,25,382,1,NA,NA,NA,Small
191,D,Small,E03_T1_35,Plug,Low,R25T,NA,Late,248,NA,1,2,10,21,249,17,NA,NA,NA,Small
139,C,Small,E03_04,Pot,Low,R20B,NA,Late,249,NA,1,4,7,39,331,5,NA,NA,NA,Big
18,I,Big,E16_20,Pot,Low,R24T,NA,Late,250,NA,2,2,4,19,445,1,NA,NA,NA,Big
287,F,Small,E03_06,Pot,Low,R25T,NA,Late,251,NA,4,1,6,11,395,14,NA,NA,NA,Small
90,J,Big,E16_19,Pot,Low,R24T,NA,Late,254,NA,0,1,8,16,456,0,NA,NA,NA,Big
237,G,Big,E16_04,Pot,Low,R20B,NA,Late,258,NA,0,2,5,20,436,2,NA,NA,NA,Small
215,K,Big,E16_06,Pot,Low,R25T,NA,Late,258,NA,8,2,7,22,38,14,NA,NA,NA,Small
262,L,Big,E16_23,Pot,Low,R25T,NA,Late,259,NA,15,1,7,18,423,0,NA,NA,NA,Small
211,K,Big,E16_06,Pot,Low,R20B,NA,Late,262,NA,6,3,8,23,41,46,NA,NA,NA,Small
208,K,Big,E16_06,Pot,Low,R24T,NA,Late,263,NA,1,2,5,22,441,7,NA,NA,NA,Small
136,C,Small,E03_04,Pot,Low,R24T,NA,Late,265,NA,8,3,9,23,389,9,NA,NA,NA,Big
288,F,Small,E03_06,Pot,Low,R25T,NA,Late,268,NA,0,1,7,8,471,6,NA,NA,NA,Small
159,A,Small,E03_T1_29,Plug,Low,R21B,NA,Late,270,NA,1,2,13,25,425,1,NA,NA,NA,Small
160,A,Small,E03_T1_29,Plug,Low,R24T,NA,Late,270,NA,6,4,14,28,461,0,NA,NA,NA,Small
184,D,Small,E03_T1_35,Plug,Low,R24T,NA,Late,270,NA,0,5,11,31,45,1,NA,NA,NA,Small
263,L,Big,E16_23,Pot,Low,R25T,NA,Late,271,NA,1,2,7,9,406,5,NA,NA,NA,Small
61,B,Small,E16_T1_26,Plug,Low,R21B,NA,Late,274,NA,13,4,10,27,296,13,NA,NA,NA,Big
24,I,Big,E16_20,Pot,Low,R25T,NA,Late,278,NA,58,3,6,70,328,0,NA,NA,NA,Big
257,L,Big,E16_23,Pot,Low,R24T,NA,Late,281,NA,0,1,9,24,417,2,NA,NA,NA,Small
192,D,Small,E03_T1_35,Plug,Low,R25T,NA,Late,281,NA,13,3,12,29,376,2,NA,NA,NA,Small
209,K,Big,E16_06,Pot,Low,R24T,NA,Late,282,NA,3,1,8,26,431,1,NA,NA,NA,Small
65,B,Small,E16_T1_26,Plug,Low,R24T,NA,Late,282,NA,0,2,10,23,316,1,NA,NA,NA,Big
144,C,Small,E03_04,Pot,Low,R25T,NA,Late,283,NA,11,3,9,21,39,6,NA,NA,NA,Big
67,B,Small,E16_T1_26,Plug,Low,R20B,NA,Late,284,NA,0,1,11,25,303,5,NA,NA,NA,Big
120,H,Big,E16_07,Pot,Low,R25T,NA,Late,284,NA,23,3,6,24,641,5,NA,NA,NA,Big
116,H,Big,E16_07,Pot,Low,R20B,NA,Late,287,NA,19,2,7,31,657,43,NA,NA,NA,Big
92,J,Big,E16_19,Pot,Low,R20B,NA,Late,289,NA,9,1,5,27,245,0,NA,NA,NA,Big
166,A,Small,E03_T1_29,Plug,Low,R25T,NA,Late,291,NA,3,1,11,16,393,8,NA,NA,NA,Small
93,J,Big,E16_19,Pot,Low,R20B,NA,Late,297,NA,7,1,5,20,59,1,NA,NA,NA,Big
261,L,Big,E16_23,Pot,Low,R20B,NA,Late,306,NA,0,1,9,24,417,2,NA,NA,NA,Small
40,E,Small,E16_T1_30,Plug,Low,R24T,NA,Late,306,NA,4,4,7,19,431,0,NA,NA,NA,Big
45,E,Small,E16_T1_30,Plug,Low,R20B,NA,Late,307,NA,3,2,9,16,519,17,NA,NA,NA,Big
234,G,Big,E16_04,Pot,Low,R24T,NA,Late,307,NA,11,4,10,23,449,13,NA,NA,NA,Small
48,E,Small,E16_T1_30,Plug,Low,R25T,NA,Late,309,NA,8,1,6,18,386,26,NA,NA,NA,Big
264,L,Big,E16_23,Pot,Low,R25T,NA,Late,309,NA,12,1,8,16,463,29,NA,NA,NA,Small
142,C,Small,E03_04,Pot,Low,R25T,NA,Late,311,NA,0,5,7,39,464,36,NA,NA,NA,Big
138,C,Small,E03_04,Pot,Low,R24T,NA,Late,311,NA,0,7,10,37,414,3,NA,NA,NA,Big
37,E,Small,E16_T1_30,Plug,Low,R21B,NA,Late,312,NA,3,3,9,25,404,4,NA,NA,NA,Big
134,C,Small,E03_04,Pot,Low,R21B,NA,Late,312,NA,0,3,9,31,401,3,NA,NA,NA,Big
118,H,Big,E16_07,Pot,Low,R25T,NA,Late,312,NA,86,5,7,82,699,7,NA,NA,NA,Big
66,B,Small,E16_T1_26,Plug,Low,R24T,NA,Late,316,NA,1,3,10,29,298,0,NA,NA,NA,Big
112,H,Big,E16_07,Pot,Low,R24T,NA,Late,318,NA,3,1,8,24,617,1,NA,NA,NA,Big
68,B,Small,E16_T1_26,Plug,Low,R20B,NA,Late,318,NA,0,3,8,31,278,1,NA,NA,NA,Big
88,J,Big,E16_19,Pot,Low,R24T,NA,Late,319,NA,6,1,13,30,458,1,NA,NA,NA,Big
95,J,Big,E16_19,Pot,Low,R25T,NA,Late,320,NA,5,1,13,17,345,57,NA,NA,NA,Big
283,F,Small,E03_06,Pot,Low,R20B,NA,Late,320,NA,38,5,5,18,465,2,NA,NA,NA,Small
266,F,Small,E03_06,Pot,High,R21T,NA,Late,321,NA,2,3,10,24,412,9,NA,NA,NA,Small
240,G,Big,E16_04,Pot,Low,R25T,NA,Late,326,NA,31,3,13,28,401,45,NA,NA,NA,Small
46,E,Small,E16_T1_30,Plug,Low,R25T,NA,Late,333,NA,1,2,6,18,394,1,NA,NA,NA,Big
189,D,Small,E03_T1_35,Plug,Low,R20B,NA,Late,335,NA,3,3,11,37,471,5,NA,NA,NA,Small
167,A,Small,E03_T1_29,Plug,Low,R25T,NA,Late,337,NA,0,1,7,24,458,0,NA,NA,NA,Small
17,I,Big,E16_20,Pot,Low,R24T,NA,Late,353,NA,7,1,2,17,524,15,NA,NA,NA,Big
